customer_id,email,customer_type,signup_date,lifetime_value,is_churned,region
1046,customer_1046@company6.com,SMB,2025-02-15,9300.18,0,EU
1047,customer_1047@company7.com,SMB,2025-02-16,6493.69,1,US
1048,customer_1048@company8.com,SMB,2025-02-17,8160.54,0,US
1049,customer_1049@company9.com,SMB,2025-02-18,8373.68,0,APAC
1050,customer_1050@company10.com,SMB,2025-02-19,5478.84,0,US
1051,customer_1051@company11.com,SMB,2025-02-20,11756.68,0,APAC
1052,customer_1052@company12.com,SMB,2025-02-21,10201.06,0,EU
1053,customer_1053@company13.com,SMB,2025-02-22,11515.99,0,LATAM
1054,customer_1054@company14.com,SMB,2025-02-23,11158.62,0,APAC
1055,customer_1055@company15.com,SMB,2025-02-24,8783.2,0,LATAM
1056,customer_1056@company16.com,SMB,2025-02-25,11374.99,0,US
1057,customer_1057@company17.com,SMB,2025-02-26,4707.94,0,APAC
1058,customer_1058@company18.com,SMB,2025-02-27,5567.86,1,US
1059,customer_1059@company19.com,SMB,2025-02-28,4361.82,0,EU
1060,customer_1060@company0.com,SMB,2025-03-01,6602.64,0,EU
1061,customer_1061@company1.com,SMB,2025-03-02,7109.42,0,APAC
1062,customer_1062@company2.com,SMB,2025-03-03,6170.79,0,LATAM
1063,customer_1063@company3.com,SMB,2025-03-04,10629.9,0,APAC
1064,customer_1064@company4.com,SMB,2025-03-05,6854.03,1,US
1065,customer_1065@company5.com,SMB,2025-03-06,6247.48,0,US
1066,customer_1066@company6.com,SMB,2025-03-07,8341.57,0,EU
1067,customer_1067@company7.com,SMB,2025-03-08,5127.39,0,US
1068,customer_1068@company8.com,SMB,2025-03-09,10417.58,0,US
1069,customer_1069@company9.com,SMB,2025-03-10,4596.41,0,US
1070,customer_1070@company10.com,SMB,2025-03-11,11895.1,0,US
1071,customer_1071@company11.com,SMB,2025-03-12,10177.96,0,US
1072,customer_1072@company12.com,SMB,2025-03-13,5589.73,0,US
1073,customer_1073@company13.com,SMB,2025-03-14,4044.18,0,US
1074,customer_1074@company14.com,SMB,2025-03-15,10523.69,0,US
1075,customer_1075@company15.com,SMB,2025-03-16,9654.86,0,LATAM
1076,customer_1076@company16.com,SMB,2025-03-17,9832.06,0,US
1077,customer_1077@company17.com,SMB,2025-03-18,10170.16,0,US
1078,customer_1078@company18.com,SMB,2025-03-19,4592.36,0,EU
1079,customer_1079@company19.com,SMB,2025-03-20,6867.73,0,US
1080,customer_1080@company0.com,SMB,2025-03-21,4926.95,0,LATAM
1081,customer_1081@company1.com,SMB,2025-03-22,10904.83,0,APAC
1082,customer_1082@company2.com,SMB,2025-03-23,8986.39,0,US
1083,customer_1083@company3.com,SMB,2025-03-24,6647.18,0,US
1084,customer_1084@company4.com,SMB,2025-03-25,4508.47,0,APAC
1085,customer_1085@company5.com,SMB,2025-03-26,6487.86,0,LATAM
1086,customer_1086@company6.com,SMB,2025-03-27,6601.47,0,EU
1087,customer_1087@company7.com,SMB,2025-03-28,9836.85,1,EU
1088,customer_1088@company8.com,SMB,2025-03-29,9100.46,0,US
1089,customer_1089@company9.com,SMB,2025-03-30,11097.7,0,LATAM
1090,customer_1090@company10.com,SMB,2025-03-31,7777.72,0,US
1091,customer_1091@company11.com,SMB,2025-04-01,4956.75,0,LATAM
1092,customer_1092@company12.com,SMB,2025-04-02,9705.96,0,EU
1093,customer_1093@company13.com,SMB,2025-04-03,10086.28,0,EU
1094,customer_1094@company14.com,SMB,2025-04-04,8490.22,0,EU
1095,customer_1095@company15.com,SMB,2025-04-05,10167.74,0,US
1096,customer_1096@company16.com,SMB,2025-04-06,7950.36,0,US
1097,customer_1097@company17.com,SMB,2025-04-07,8181.86,0,US
1098,customer_1098@company18.com,SMB,2025-04-08,7420.33,0,US
1099,customer_1099@company19.com,SMB,2025-04-09,4203.35,0,APAC
1100,customer_1100@company0.com,SMB,2025-04-10,4863.13,1,US
1101,customer_1101@company1.com,SMB,2025-04-11,4251.43,0,US
1102,customer_1102@company2.com,SMB,2025-04-12,9091.28,0,LATAM
1103,customer_1103@company3.com,SMB,2025-04-13,6514.85,0,APAC
1104,customer_1104@company4.com,SMB,2025-04-14,8068.57,1,LATAM
1105,customer_1105@company5.com,SMB,2025-04-15,11260.53,0,LATAM
1106,customer_1106@company6.com,SMB,2025-04-16,5994.34,0,US
1107,customer_1107@company7.com,SMB,2025-04-17,7283.06,0,US
1108,customer_1108@company8.com,SMB,2025-04-18,10044.41,0,APAC
1109,customer_1109@company9.com,SMB,2025-04-19,5830.39,0,EU
1110,customer_1110@company10.com,SMB,2025-04-20,4615.84,0,US
1111,customer_1111@company11.com,SMB,2025-04-21,6318.01,1,APAC
1112,customer_1112@company12.com,SMB,2025-04-22,5289.77,0,US
1113,customer_1113@company13.com,SMB,2025-04-23,11437.58,0,US
1114,customer_1114@company14.com,SMB,2025-04-24,10464.96,1,EU
1115,customer_1115@company15.com,SMB,2025-04-25,9067.23,0,EU
1116,customer_1116@company16.com,SMB,2025-04-26,10971.68,0,EU
1117,customer_1117@company17.com,SMB,2025-04-27,10429.38,1,US
1118,customer_1118@company18.com,SMB,2025-04-28,5492.56,0,APAC
1119,customer_1119@company19.com,SMB,2025-04-29,11140.47,0,US
1120,customer_1120@company0.com,SMB,2025-04-30,8314.74,0,US
1121,customer_1121@company1.com,SMB,2025-05-01,10459.52,0,APAC
1122,customer_1122@company2.com,SMB,2025-05-02,11168.73,0,LATAM
1123,customer_1123@company3.com,SMB,2025-05-03,6544.03,0,APAC
1124,customer_1124@company4.com,SMB,2025-05-04,4880.42,0,APAC
1125,customer_1125@company5.com,SMB,2025-05-05,5823.48,0,EU
1126,customer_1126@company6.com,SMB,2025-05-06,7416.86,0,EU
1127,customer_1127@company7.com,SMB,2025-05-07,10544.12,0,US
1128,customer_1128@company8.com,SMB,2025-05-08,10885.84,0,US
1129,customer_1129@company9.com,SMB,2025-05-09,4055.62,1,US
1130,customer_1130@company10.com,SMB,2025-05-10,8085.98,0,US
1131,customer_1131@company11.com,SMB,2025-05-11,7339.29,0,EU
1132,customer_1132@company12.com,SMB,2025-05-12,5776.86,0,EU
1133,customer_1133@company13.com,SMB,2025-05-13,4958.92,0,US
1134,customer_1134@company14.com,SMB,2025-05-14,6700.92,0,US
1135,customer_1135@company15.com,SMB,2025-05-15,11543.28,1,EU
1136,customer_1136@company16.com,SMB,2025-05-16,6585.62,0,US
1137,customer_1137@company17.com,SMB,2025-05-17,8150.32,0,APAC
1138,customer_1138@company18.com,SMB,2025-05-18,9624.15,0,EU
1139,customer_1139@company19.com,SMB,2025-05-19,6909.04,0,EU
1140,customer_1140@company0.com,SMB,2025-05-20,11774.26,0,EU
1141,customer_1141@company1.com,SMB,2025-05-21,11699.58,1,APAC
1142,customer_1142@company2.com,SMB,2025-05-22,6014.26,0,US
1143,customer_1143@company3.com,SMB,2025-05-23,7977.99,0,EU
1144,customer_1144@company4.com,SMB,2025-05-24,6407.03,0,EU
1145,customer_1145@company5.com,SMB,2025-05-25,6278.72,1,US
1146,customer_1146@company6.com,SMB,2025-05-26,4295.1,0,APAC
1147,customer_1147@company7.com,SMB,2025-05-27,8876.51,0,APAC
1148,customer_1148@company8.com,SMB,2025-05-28,8021.43,0,EU
1149,customer_1149@company9.com,SMB,2025-05-29,4411.83,0,APAC
1150,customer_1150@company10.com,SMB,2025-05-30,6229.17,0,APAC
1151,customer_1151@company11.com,SMB,2025-05-31,11266.13,1,EU
1152,customer_1152@company12.com,SMB,2025-06-01,5916.5,0,APAC
1153,customer_1153@company13.com,SMB,2025-06-02,5159.16,0,EU
1154,customer_1154@company14.com,SMB,2025-06-03,7915.62,0,EU
1155,customer_1155@company15.com,SMB,2025-06-04,11885.2,0,EU
1156,customer_1156@company16.com,SMB,2025-06-05,5936.44,0,APAC
1157,customer_1157@company17.com,SMB,2025-06-06,9377.08,0,US
1158,customer_1158@company18.com,SMB,2025-06-07,10092.96,0,APAC
1159,customer_1159@company19.com,SMB,2025-06-08,5901.1,0,APAC
1160,customer_1160@company0.com,SMB,2025-06-09,9825.73,0,US
1161,customer_1161@company1.com,SMB,2025-06-10,6942.27,0,APAC
1162,customer_1162@company2.com,SMB,2025-06-11,9058.45,0,US
1163,customer_1163@company3.com,SMB,2025-06-12,9068.24,0,US
1164,customer_1164@company4.com,SMB,2025-06-13,8286.2,0,EU
1165,customer_1165@company5.com,SMB,2025-06-14,4722.32,1,US
1166,customer_1166@company6.com,SMB,2025-06-15,10682.42,0,APAC
1167,customer_1167@company7.com,SMB,2025-06-16,6566.24,0,APAC
1168,customer_1168@company8.com,SMB,2025-06-17,5492.15,0,EU
1169,customer_1169@company9.com,SMB,2025-06-18,4326.2,0,US
1170,customer_1170@company10.com,SMB,2025-06-19,8727.14,0,US
1171,customer_1171@company11.com,SMB,2025-06-20,9420.51,0,EU
1172,customer_1172@company12.com,SMB,2025-06-21,4132.7,0,LATAM
1173,customer_1173@company13.com,SMB,2025-06-22,8096.74,1,EU
1174,customer_1174@company14.com,SMB,2025-06-23,5811.97,0,US
1175,customer_1175@company15.com,SMB,2025-06-24,9161.38,0,EU
1176,customer_1176@company16.com,SMB,2025-06-25,5394.93,0,EU
1177,customer_1177@company17.com,SMB,2025-06-26,9527.5,1,APAC
1178,customer_1178@company18.com,SMB,2025-06-27,7093.88,0,US
1179,customer_1179@company19.com,SMB,2025-06-28,11493.84,0,APAC
1180,customer_1180@company0.com,SMB,2025-06-29,5100.17,0,EU
1181,customer_1181@company1.com,SMB,2025-06-30,6728.53,0,LATAM
1182,customer_1182@company2.com,SMB,2025-07-01,4907.79,0,US
1183,customer_1183@company3.com,SMB,2025-07-02,11397.55,0,EU
1184,customer_1184@company4.com,SMB,2025-07-03,11018.71,0,LATAM
1185,customer_1185@company5.com,SMB,2025-07-04,6063.53,0,US
1186,customer_1186@company6.com,SMB,2025-07-05,9279.87,0,LATAM
1187,customer_1187@company7.com,SMB,2025-07-06,10537.78,0,EU
1188,customer_1188@company8.com,SMB,2025-07-07,8441.61,0,US
1189,customer_1189@company9.com,SMB,2025-07-08,8237.2,0,US
1190,customer_1190@company10.com,SMB,2025-07-09,5934.82,0,EU
1191,customer_1191@company11.com,SMB,2025-07-10,4744.82,0,US
1192,customer_1192@company12.com,SMB,2025-07-11,11177.73,0,EU
1193,customer_1193@company13.com,SMB,2025-07-12,11203.34,0,US
1194,customer_1194@company14.com,SMB,2025-07-13,9064.81,0,EU
1195,customer_1195@company15.com,SMB,2025-07-14,6712.24,1,US
1196,customer_1196@company16.com,SMB,2025-07-15,6793.68,0,APAC
1197,customer_1197@company17.com,SMB,2025-07-16,9807.65,0,LATAM
1198,customer_1198@company18.com,SMB,2025-07-17,11176.88,0,LATAM
1199,customer_1199@company19.com,SMB,2025-07-18,11096.69,0,EU
1200,customer_1200@company0.com,SMB,2025-07-19,10239.0,0,US
1201,customer_1201@company1.com,SMB,2025-07-20,9136.25,0,APAC
1202,customer_1202@company2.com,SMB,2025-07-21,4673.12,1,US
1203,customer_1203@company3.com,SMB,2025-07-22,5293.03,0,US
1204,customer_1204@company4.com,SMB,2025-07-23,11188.43,0,US
1205,customer_1205@company5.com,SMB,2025-07-24,8851.43,1,EU
1206,customer_1206@company6.com,SMB,2025-07-25,4073.58,0,APAC
1207,customer_1207@company7.com,SMB,2025-07-26,4811.77,0,EU
1208,customer_1208@company8.com,SMB,2025-07-27,9308.01,0,US
1209,customer_1209@company9.com,SMB,2025-07-28,4040.49,0,US
1210,customer_1210@company10.com,SMB,2025-07-29,5286.46,0,LATAM
1211,customer_1211@company11.com,SMB,2025-07-30,8389.87,0,US
1212,customer_1212@company12.com,SMB,2025-07-31,9535.16,0,EU
1213,customer_1213@company13.com,SMB,2025-08-01,9215.69,0,US
1214,customer_1214@company14.com,SMB,2025-08-02,5794.15,0,APAC
1215,customer_1215@company15.com,SMB,2025-08-03,9697.43,0,EU
1216,customer_1216@company16.com,SMB,2025-08-04,5897.99,0,US
1217,customer_1217@company17.com,SMB,2025-08-05,6603.2,0,US
1218,customer_1218@company18.com,SMB,2025-08-06,9971.93,0,EU
1219,customer_1219@company19.com,SMB,2025-08-07,9197.06,0,EU
1220,customer_1220@company0.com,SMB,2025-08-08,10793.79,0,US
1221,customer_1221@company1.com,SMB,2025-08-09,9260.9,0,LATAM
1222,customer_1222@company2.com,SMB,2025-08-10,8546.47,0,US
1223,customer_1223@company3.com,SMB,2025-08-11,4749.4,1,US
1224,customer_1224@company4.com,SMB,2025-08-12,6941.73,0,LATAM
1225,customer_1225@company5.com,SMB,2025-08-13,6121.62,0,US
1226,customer_1226@company6.com,Startup,2025-08-14,2353.96,0,EU
1227,customer_1227@company7.com,Startup,2025-08-15,4905.54,0,US
1228,customer_1228@company8.com,Startup,2025-08-16,2875.84,0,US
1229,customer_1229@company9.com,Startup,2025-08-17,4622.16,0,LATAM
1230,customer_1230@company10.com,Startup,2025-08-18,3708.99,0,US
1231,customer_1231@company11.com,Startup,2025-08-19,4281.84,0,APAC
1232,customer_1232@company12.com,Startup,2025-08-20,3259.23,0,US
1233,customer_1233@company13.com,Startup,2025-08-21,3519.16,0,US
1234,customer_1234@company14.com,Startup,2025-08-22,3223.81,0,US
1235,customer_1235@company15.com,Startup,2025-08-23,2183.35,0,EU
1236,customer_1236@company16.com,Startup,2025-08-24,4028.58,0,US
1237,customer_1237@company17.com,Startup,2025-08-25,2482.7,0,APAC
1238,customer_1238@company18.com,Startup,2025-08-26,1585.11,0,EU
1239,customer_1239@company19.com,Startup,2025-08-27,3759.15,0,LATAM
1240,customer_1240@company0.com,Startup,2025-08-28,2119.89,0,US
1241,customer_1241@company1.com,Startup,2025-08-29,4791.61,0,APAC
1242,customer_1242@company2.com,Startup,2025-08-30,4838.75,0,APAC
1243,customer_1243@company3.com,Startup,2025-08-31,4702.03,0,APAC
1244,customer_1244@company4.com,Startup,2025-09-01,2795.56,0,APAC
1245,customer_1245@company5.com,Startup,2025-09-02,1554.1,0,APAC
1246,customer_1246@company6.com,Startup,2025-09-03,4749.11,0,EU
1247,customer_1247@company7.com,Startup,2025-09-04,2998.64,0,US
1248,customer_1248@company8.com,Startup,2025-09-05,4883.29,0,US
1249,customer_1249@company9.com,Startup,2025-09-06,4872.67,0,LATAM
1250,customer_1250@company10.com,Startup,2025-09-07,4485.53,0,EU
1251,customer_1251@company11.com,Startup,2025-09-08,2530.57,0,APAC
1252,customer_1252@company12.com,Startup,2025-09-09,2847.84,0,EU
1253,customer_1253@company13.com,Startup,2025-09-10,4478.98,0,US
1254,customer_1254@company14.com,Startup,2025-09-11,2609.23,0,US
1255,customer_1255@company15.com,Startup,2025-09-12,2093.22,0,EU
1256,customer_1256@company16.com,Startup,2025-09-13,3448.8,0,US
1257,customer_1257@company17.com,Startup,2025-09-14,4776.54,0,US
1258,customer_1258@company18.com,Startup,2025-09-15,3936.1,0,EU
1259,customer_1259@company19.com,Startup,2025-09-16,3495.21,0,US
1260,customer_1260@company0.com,Startup,2025-09-17,1840.12,0,EU
1261,customer_1261@company1.com,Startup,2025-09-18,3652.53,0,US
1262,customer_1262@company2.com,Startup,2025-09-19,4965.19,0,APAC
1263,customer_1263@company3.com,Startup,2025-09-20,1990.29,0,US
1264,customer_1264@company4.com,Startup,2025-09-21,3314.15,0,EU
1265,customer_1265@company5.com,Startup,2025-09-22,4570.81,1,US
1266,customer_1266@company6.com,Startup,2025-09-23,4092.69,0,US
1267,customer_1267@company7.com,Startup,2025-09-24,3939.56,0,US
1268,customer_1268@company8.com,Startup,2025-09-25,3958.69,0,EU
1269,customer_1269@company9.com,Startup,2025-09-26,2758.22,0,EU
1270,customer_1270@company10.com,Startup,2025-09-27,2527.57,0,US
1271,customer_1271@company11.com,Startup,2025-09-28,4332.76,0,EU
1272,customer_1272@company12.com,Startup,2025-09-29,4335.4,0,APAC
1273,customer_1273@company13.com,Startup,2025-09-30,4534.75,0,APAC
1274,customer_1274@company14.com,Startup,2025-10-01,4696.34,0,US
1275,customer_1275@company15.com,Startup,2025-10-02,3289.7,0,EU
1276,customer_1276@company16.com,Startup,2025-10-03,3255.31,0,US
1277,customer_1277@company17.com,Startup,2025-10-04,4294.03,0,US
1278,customer_1278@company18.com,Startup,2025-10-05,3774.87,0,LATAM
1279,customer_1279@company19.com,Startup,2025-10-06,3956.88,0,US
1280,customer_1280@company0.com,Startup,2025-10-07,4285.27,0,EU
1281,customer_1281@company1.com,Startup,2025-10-08,4615.02,0,EU
1282,customer_1282@company2.com,Startup,2025-10-09,2682.98,0,EU
1283,customer_1283@company3.com,Startup,2025-10-10,2814.54,0,EU
1284,customer_1284@company4.com,Startup,2025-10-11,1828.94,0,US
1285,customer_1285@company5.com,Startup,2025-10-12,3523.98,0,US
1286,customer_1286@company6.com,Startup,2025-10-13,1625.8,0,EU
1287,customer_1287@company7.com,Startup,2025-10-14,3129.59,0,US
1288,customer_1288@company8.com,Startup,2025-10-15,3399.26,0,US
1289,customer_1289@company9.com,Startup,2025-10-16,2502.89,0,US
1290,customer_1290@company10.com,Startup,2025-10-17,3567.92,0,US
1291,customer_1291@company11.com,Startup,2025-10-18,1606.75,0,US
1292,customer_1292@company12.com,Startup,2025-10-19,1630.72,0,US
1293,customer_1293@company13.com,Startup,2025-10-20,4379.1,0,EU
1294,customer_1294@company14.com,Startup,2025-10-21,2760.67,0,EU
1295,customer_1295@company15.com,Startup,2025-10-22,1944.71,1,APAC
1296,customer_1296@company16.com,Startup,2025-10-23,3327.85,0,US
1297,customer_1297@company17.com,Startup,2025-10-24,4194.98,0,US
1298,customer_1298@company18.com,Startup,2025-10-25,2255.37,0,US
1299,customer_1299@company19.com,Startup,2025-10-26,3680.12,0,EU
1300,customer_1300@company0.com,Startup,2025-10-27,1798.72,0,EU
1301,customer_1301@company1.com,Startup,2025-10-28,1680.89,0,US
1302,customer_1302@company2.com,Startup,2025-10-29,3359.74,0,LATAM
1303,customer_1303@company3.com,Startup,2025-10-30,3392.22,0,US
1304,customer_1304@company4.com,Startup,2025-10-31,3731.0,0,EU
1305,customer_1305@company5.com,Startup,2025-11-01,4041.32,0,EU
1306,customer_1306@company6.com,Startup,2025-11-02,4915.48,0,APAC
1307,customer_1307@company7.com,Startup,2025-11-03,3307.05,0,EU
1308,customer_1308@company8.com,Startup,2025-11-04,2630.35,0,APAC
1309,customer_1309@company9.com,Startup,2025-11-05,4283.15,0,US
1310,customer_1310@company10.com,Startup,2025-11-06,2447.91,0,APAC
1311,customer_1311@company11.com,Startup,2025-11-07,3036.4,0,US
1312,customer_1312@company12.com,Startup,2025-11-08,1774.6,0,APAC
1313,customer_1313@company13.com,Startup,2025-11-09,1588.73,0,EU
1314,customer_1314@company14.com,Startup,2025-11-10,4869.27,0,APAC
1315,customer_1315@company15.com,Startup,2025-11-11,4425.93,0,EU
1316,customer_1316@company16.com,Startup,2025-11-12,3935.91,0,EU
1317,customer_1317@company17.com,Startup,2025-11-13,2931.34,0,EU
1318,customer_1318@company18.com,Startup,2025-11-14,2106.53,0,EU
1319,customer_1319@company19.com,Startup,2025-11-15,2047.53,1,US
1320,customer_1320@company0.com,Startup,2025-11-16,2375.85,0,US
1321,customer_1321@company1.com,Startup,2025-11-17,3422.29,0,US
1322,customer_1322@company2.com,Startup,2025-11-18,4001.09,1,US
1323,customer_1323@company3.com,Startup,2025-11-19,3810.69,0,APAC
1324,customer_1324@company4.com,Startup,2025-11-20,2479.77,0,US
1325,customer_1325@company5.com,Startup,2025-11-21,4842.03,0,LATAM
1326,customer_1326@company6.com,Startup,2025-11-22,4082.64,0,US
1327,customer_1327@company7.com,Startup,2025-11-23,3440.24,0,US
1328,customer_1328@company8.com,Startup,2025-11-24,3641.02,0,APAC
1329,customer_1329@company9.com,Startup,2025-11-25,2968.6,0,EU
1330,customer_1330@company10.com,Startup,2025-11-26,2367.06,0,EU
1331,customer_1331@company11.com,Startup,2025-11-27,2745.9,0,EU
1332,customer_1332@company12.com,Startup,2025-11-28,4152.46,0,EU
1333,customer_1333@company13.com,Startup,2025-11-29,1550.38,0,US
1334,customer_1334@company14.com,Startup,2025-11-30,1906.25,0,LATAM
1335,customer_1335@company15.com,Startup,2025-12-01,1661.01,0,LATAM
1336,customer_1336@company16.com,Startup,2025-12-02,1642.55,0,EU
1337,customer_1337@company17.com,Startup,2025-12-03,4494.11,0,US
1338,customer_1338@company18.com,Startup,2025-12-04,3962.8,0,EU
1339,customer_1339@company19.com,Startup,2025-12-05,3159.61,0,US
1340,customer_1340@company0.com,Startup,2025-12-06,1842.42,0,US
1341,customer_1341@company1.com,Startup,2025-12-07,3220.66,1,US
1342,customer_1342@company2.com,Startup,2025-12-08,3157.15,0,EU
1343,customer_1343@company3.com,Startup,2025-12-09,2106.21,0,APAC
1344,customer_1344@company4.com,Startup,2025-12-10,3018.48,0,EU
1345,customer_1345@company5.com,Startup,2025-12-11,2894.77,0,EU
1346,customer_1346@company6.com,Startup,2025-12-12,3655.48,0,US
1347,customer_1347@company7.com,Startup,2025-12-13,3722.83,0,US
1348,customer_1348@company8.com,Startup,2025-12-14,1658.56,0,US
1349,customer_1349@company9.com,Startup,2025-12-15,2811.14,0,LATAM
1350,customer_1350@company10.com,Startup,2025-12-16,3690.51,0,US
1351,customer_1351@company11.com,Startup,2025-12-17,3260.98,1,APAC
1352,customer_1352@company12.com,Startup,2025-12-18,4497.71,0,EU
1353,customer_1353@company13.com,Startup,2025-12-19,3805.43,0,US
1354,customer_1354@company14.com,Startup,2025-12-20,2070.27,0,EU
1355,customer_1355@company15.com,Startup,2025-12-21,1746.99,0,EU
1356,customer_1356@company16.com,Startup,2025-12-22,3748.47,0,APAC
1357,customer_1357@company17.com,Startup,2025-12-23,1592.79,1,LATAM
1358,customer_1358@company18.com,Startup,2025-12-24,3550.21,0,US
1359,customer_1359@company19.com,Startup,2025-12-25,4790.81,0,US
1360,customer_1360@company0.com,Startup,2025-12-26,3514.16,1,EU
1361,customer_1361@company1.com,Startup,2025-12-27,2858.59,0,LATAM
1362,customer_1362@company2.com,Startup,2025-12-28,3751.51,0,US
1363,customer_1363@company3.com,Startup,2025-12-29,3103.89,0,EU
1364,customer_1364@company4.com,Startup,2025-12-30,3409.66,0,EU
1365,customer_1365@company5.com,Startup,2025-12-31,4795.13,0,EU
1366,customer_1366@company6.com,Startup,2026-01-01,2851.36,0,US
1367,customer_1367@company7.com,Startup,2026-01-02,4864.17,0,EU
1368,customer_1368@company8.com,Startup,2026-01-03,4668.73,0,LATAM
1369,customer_1369@company9.com,Startup,2026-01-04,2185.27,0,US
1370,customer_1370@company10.com,Startup,2026-01-05,1742.76,0,US
1371,customer_1371@company11.com,Startup,2026-01-06,1852.72,0,LATAM
1372,customer_1372@company12.com,Startup,2026-01-07,1563.78,0,US
1373,customer_1373@company13.com,Startup,2026-01-08,1830.55,0,APAC
1374,customer_1374@company14.com,Startup,2026-01-09,3890.52,0,EU
1375,customer_1375@company15.com,Startup,2026-01-10,1749.16,1,US
1376,customer_1376@company16.com,Startup,2026-01-11,2616.41,0,APAC
1377,customer_1377@company17.com,Startup,2026-01-12,4457.06,0,US
1378,customer_1378@company18.com,Startup,2026-01-13,1581.45,0,EU
1379,customer_1379@company19.com,Startup,2026-01-14,4350.64,1,US
1380,customer_1380@company0.com,Startup,2026-01-15,2486.49,0,EU
1381,customer_1381@company1.com,Startup,2026-01-16,1913.58,0,US
1382,customer_1382@company2.com,Startup,2026-01-17,3938.58,0,US
1383,customer_1383@company3.com,Startup,2026-01-18,3701.3,1,LATAM
1384,customer_1384@company4.com,Startup,2026-01-19,4571.15,0,US
1385,customer_1385@company5.com,Startup,2026-01-20,4072.75,0,EU
1386,customer_1386@company6.com,Startup,2026-01-21,4312.18,0,US
1387,customer_1387@company7.com,Startup,2026-01-22,2487.12,0,APAC
1388,customer_1388@company8.com,Startup,2026-01-23,2121.04,0,US
1389,customer_1389@company9.com,Startup,2026-01-24,4127.15,0,LATAM
1390,customer_1390@company10.com,Startup,2026-01-25,4323.92,0,EU
1391,customer_1391@company11.com,Startup,2026-01-26,4966.77,0,US
1392,customer_1392@company12.com,Startup,2026-01-27,2944.16,0,US
1393,customer_1393@company13.com,Startup,2026-01-28,2802.06,0,US
1394,customer_1394@company14.com,Startup,2026-01-29,4217.45,0,EU
1395,customer_1395@company15.com,Startup,2026-01-30,2692.81,0,US
1396,customer_1396@company16.com,Startup,2026-01-31,4757.65,0,APAC
1397,customer_1397@company17.com,Startup,2026-02-01,4504.44,0,US
